Age, Workclass, Education, Years of Education, Marital Status, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
22,4,1,6,3, Machine-op-inspct, Wife, White, Female,40,0
35,4,12,9,6, Other-service, Not-in-family, Black, Male,40,0
26,7,12,9,1, Adm-clerical, Own-child, White, Female,30,0
62,4,15,15,3, Prof-specialty, Husband, White, Male,70,0
39,2,12,9,6, Protective-serv, Not-in-family, White, Male,40,0
59,2,16,10,3, Craft-repair, Husband, White, Male,40,0
27,4,10,13,3, Craft-repair, Husband, White, Male,40,0
17,4,1,6,5, Sales, Own-child, White, Male,30,0
38,4,10,13,3, Adm-clerical, Husband, White, Male,40,0
41,4,16,10,3, Craft-repair, Husband, White, Male,50,1
27,4,1,6,5, Machine-op-inspct, Unmarried, White, Female,40,0
23,4,12,9,5, Adm-clerical, Own-child, White, Female,40,0
17,4,1,6,5, Handlers-cleaners, Own-child, White, Male,24,0
56,4,6,4,1, Machine-op-inspct, Not-in-family, White, Female,40,0
24,4,16,10,5, Adm-clerical, Not-in-family, White, Female,40,0
62,4,11,16,3, Prof-specialty, Husband, White, Male,40,1
44,4,3,8,1, Transport-moving, Unmarried, Black, Male,40,0
23,4,10,13,5, Adm-clerical, Not-in-family, White, Male,30,0
41,6,12,9,5, Sales, Not-in-family, White, Male,50,0
25,4,12,9,5, Transport-moving, Not-in-family, White, Male,65,0
21,4,16,10,5, Other-service, Other-relative, Black, Female,8,0
18,4,3,8,5, Handlers-cleaners, Own-child, White, Male,6,0
45,4,16,10,3, Craft-repair, Husband, White, Male,40,0
51,4,6,4,3, Protective-serv, Husband, White, Male,40,0
42,1,12,9,6, Other-service, Other-relative, Black, Female,40,0
47,4,16,10,5, Other-service, Not-in-family, Black, Female,35,0
29,4,16,10,3, Farming-fishing, Husband, White, Male,40,0
33,4,2,7,5, Other-service, Not-in-family, Black, Male,40,0
43,2,10,13,3, Craft-repair, Husband, White, Male,40,0
44,4,8,12,3, Craft-repair, Husband, White, Male,40,1
24,4,16,10,5, Other-service, Own-child, White, Male,30,0
19,4,16,10,5, Handlers-cleaners, Own-child, White, Male,40,0
52,4,9,11,3, Adm-clerical, Husband, White, Male,40,0
38,6,12,9,5, Farming-fishing, Not-in-family, White, Male,52,0
24,7,16,10,5, Tech-support, Not-in-family, White, Male,50,0
32,2,10,13,5, Prof-specialty, Not-in-family, White, Male,50,0
26,4,12,9,3, Sales, Husband, White, Male,50,1
31,4,10,13,5, Sales, Own-child, Asian-Pac-Islander, Male,40,0
29,4,10,13,3, Sales, Husband, White, Male,50,0
39,4,12,9,1, Adm-clerical, Not-in-family, White, Male,40,1
48,6,12,9,3, Farming-fishing, Husband, White, Male,50,0
40,4,16,10,3, Craft-repair, Husband, White, Male,45,1
51,4,16,10,1, Exec-managerial, Unmarried, White, Male,45,0
28,6,12,9,1, Craft-repair, Own-child, White, Male,40,0
22,4,12,9,5, Exec-managerial, Own-child, White, Female,20,0
23,4,10,13,5, Adm-clerical, Not-in-family, White, Female,40,0
65,4,16,10,3, Protective-serv, Husband, White, Male,16,0
26,2,10,13,3, Prof-specialty, Husband, White, Male,40,0
55,4,13,14,3, Prof-specialty, Husband, White, Male,50,1
38,6,10,13,3, Other-service, Husband, White, Male,10,0
33,4,12,9,5, Prof-specialty, Not-in-family, White, Male,60,1
33,2,12,9,3, Adm-clerical, Wife, White, Female,60,0
37,4,10,13,5, Sales, Not-in-family, Black, Female,40,0
19,4,2,7,5, Machine-op-inspct, Own-child, White, Male,60,0
24,4,10,13,5, Sales, Not-in-family, White, Male,50,0
30,4,2,7,3, Craft-repair, Husband, White, Male,45,0
57,7,12,9,1, Exec-managerial, Not-in-family, White, Female,50,0
22,7,16,10,5, Prof-specialty, Own-child, White, Female,20,0
57,4,12,9,3, Machine-op-inspct, Husband, Black, Male,40,1
46,7,12,9,3, Tech-support, Husband, White, Male,40,0
67,4,12,9,3, Adm-clerical, Husband, White, Male,35,0
47,4,12,9,6, Craft-repair, Own-child, White, Male,40,0
39,4,1,6,3, Craft-repair, Husband, White, Male,40,0
50,4,16,10,1, Other-service, Unmarried, Asian-Pac-Islander, Male,40,0
58,6,3,8,1, Sales, Not-in-family, White, Female,52,0
36,4,8,12,3, Prof-specialty, Wife, White, Female,30,1
45,4,13,14,3, Prof-specialty, Husband, White, Male,36,1
54,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,1
26,4,10,13,5, Adm-clerical, Own-child, White, Male,30,0
60,4,12,9,3, Prof-specialty, Husband, White, Male,40,1
46,4,15,15,3, Prof-specialty, Husband, White, Male,60,1
26,4,16,10,3, Exec-managerial, Wife, White, Female,35,0
32,4,2,7,5, Craft-repair, Other-relative, White, Male,40,0
38,2,12,9,3, Transport-moving, Husband, White, Male,40,0
48,6,16,10,3, Sales, Husband, White, Male,70,1
44,6,12,9,3, Exec-managerial, Husband, White, Male,45,1
37,4,12,9,5, Other-service, Own-child, Asian-Pac-Islander, Female,40,0
44,4,16,10,3, Exec-managerial, Husband, White, Male,40,0
31,4,12,9,5, Other-service, Not-in-family, Other, Female,35,0
61,6,15,15,3, Prof-specialty, Husband, White, Male,35,1
51,4,12,9,3, Craft-repair, Husband, White, Male,40,0
52,4,10,13,3, Sales, Wife, White, Female,60,1
45,4,12,9,3, Machine-op-inspct, Wife, White, Female,40,0
39,4,2,7,3, Other-service, Husband, White, Male,70,0
67,2,12,9,1, Other-service, Not-in-family, White, Female,24,0
40,7,8,12,3, Adm-clerical, Husband, White, Male,40,1
27,4,5,3,5, Farming-fishing, Not-in-family, White, Male,35,0
37,4,4,2,3, Machine-op-inspct, Husband, White, Male,40,0
57,4,16,10,3, Exec-managerial, Husband, White, Male,50,1
27,4,1,6,1, Other-service, Not-in-family, White, Female,40,0
28,4,12,9,5, Sales, Not-in-family, White, Female,48,0
34,5,10,13,3, Prof-specialty, Husband, White, Male,60,1
54,4,12,9,3, Machine-op-inspct, Husband, White, Male,50,1
52,4,12,9,1, Other-service, Other-relative, Black, Female,38,0
42,4,10,13,3, Prof-specialty, Husband, White, Male,45,1
48,4,13,14,3, Prof-specialty, Husband, White, Male,40,1
65,7,13,14,3, Prof-specialty, Husband, White, Male,35,1
55,6,15,15,3, Prof-specialty, Wife, White, Female,10,0
71,5,12,9,3, Adm-clerical, Wife, White, Female,20,1
33,4,16,10,3, Machine-op-inspct, Husband, Black, Male,40,0
30,4,12,9,3, Sales, Husband, White, Male,40,0
35,4,10,13,3, Exec-managerial, Husband, White, Male,55,1
59,4,1,6,1, Adm-clerical, Not-in-family, Black, Female,40,0
19,4,16,10,5, Handlers-cleaners, Own-child, White, Male,20,0
36,6,7,5,3, Craft-repair, Husband, White, Male,30,0
26,6,12,9,5, Sales, Own-child, White, Male,40,0
34,2,12,9,3, Protective-serv, Husband, White, Male,40,0
41,4,12,9,3, Craft-repair, Husband, Black, Male,40,1
44,4,10,13,3, Prof-specialty, Husband, White, Male,50,1
47,4,12,9,3, Craft-repair, Husband, White, Male,48,0
18,4,16,10,5, Sales, Own-child, White, Male,16,0
55,6,1,6,3, Craft-repair, Husband, White, Male,18,0
49,2,12,9,3, Craft-repair, Husband, White, Male,40,0
44,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
43,4,10,13,5, Prof-specialty, Not-in-family, White, Male,40,0
62,4,6,4,3, Protective-serv, Husband, White, Male,40,0
44,4,12,9,3, Handlers-cleaners, Husband, Black, Male,40,0
50,5,16,10,3, Sales, Husband, White, Male,60,1
35,4,2,7,5, Sales, Not-in-family, White, Male,45,0
52,4,12,9,3, Adm-clerical, Husband, White, Male,40,0
46,4,15,15,3, Prof-specialty, Husband, White, Male,60,1
44,4,8,12,3, Sales, Husband, White, Male,40,1
43,4,16,10,5, Exec-managerial, Unmarried, White, Male,50,0
51,4,6,4,3, Craft-repair, Husband, White, Male,40,0
20,4,16,10,5, Sales, Own-child, White, Male,20,0
47,4,8,12,3, Adm-clerical, Wife, White, Female,40,1
43,4,13,14,1, Exec-managerial, Unmarried, White, Male,50,0
24,4,16,10,5, Craft-repair, Not-in-family, White, Male,40,0
27,1,16,10,3, Craft-repair, Husband, White, Male,50,0
32,4,12,9,3, Transport-moving, Husband, White, Male,40,0
37,4,12,9,1, Other-service, Unmarried, White, Female,12,0
26,4,12,9,3, Machine-op-inspct, Husband, White, Male,60,0
43,4,10,13,3, Exec-managerial, Husband, White, Male,60,1
50,4,12,9,3, Machine-op-inspct, Wife, White, Female,40,0
20,6,12,9,5, Transport-moving, Own-child, White, Male,80,0
37,4,12,9,3, Exec-managerial, Husband, White, Male,45,1
43,4,12,9,5, Other-service, Not-in-family, Black, Female,45,0
37,4,12,9,3, Exec-managerial, Husband, White, Male,50,1
53,4,7,5,1, Other-service, Not-in-family, White, Female,36,0
44,4,11,16,3, Prof-specialty, Husband, White, Male,40,1
25,4,12,9,5, Other-service, Not-in-family, White, Female,40,0
17,4,2,7,5, Adm-clerical, Own-child, White, Female,20,0
19,4,12,9,5, Sales, Own-child, White, Male,50,0
53,7,12,9,3, Exec-managerial, Wife, White, Female,40,1
44,4,16,10,3, Sales, Husband, White, Male,50,0
51,4,12,9,3, Machine-op-inspct, Husband, Black, Male,40,1
49,4,12,9,3, Exec-managerial, Wife, White, Female,43,0
35,4,16,10,3, Handlers-cleaners, Husband, White, Male,40,0
44,4,12,9,1, Craft-repair, Not-in-family, White, Male,45,0
54,4,13,14,3, Prof-specialty, Husband, White, Male,60,0
37,4,16,10,1, Adm-clerical, Unmarried, Black, Female,35,0
18,4,16,10,5, Other-service, Own-child, White, Female,15,0
24,4,16,10,3, Handlers-cleaners, Husband, White, Male,40,0
29,4,12,9,1, Craft-repair, Not-in-family, White, Female,50,0
35,4,12,9,5, Machine-op-inspct, Not-in-family, White, Male,40,0
56,4,12,9,3, Craft-repair, Husband, White, Male,48,1
24,4,10,13,5, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,45,0
43,4,13,14,3, Exec-managerial, Husband, White, Male,40,1
73,4,12,9,7, Sales, Other-relative, White, Female,15,0
47,1,16,10,3, Craft-repair, Husband, White, Male,40,0
49,4,3,8,3, Machine-op-inspct, Husband, White, Male,39,0
38,4,10,13,3, Sales, Husband, White, Male,40,1
31,4,12,9,3, Machine-op-inspct, Husband, Black, Male,40,0
39,4,16,10,1, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,40,0
42,4,10,13,1, Adm-clerical, Not-in-family, White, Female,40,0
41,4,13,14,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,45,1
35,4,10,13,3, Sales, Husband, White, Male,45,1
38,4,12,9,3, Transport-moving, Husband, White, Male,45,0
31,4,12,9,1, Adm-clerical, Not-in-family, White, Female,40,0
51,2,12,9,3, Protective-serv, Husband, White, Male,70,0
38,4,10,13,1, Sales, Not-in-family, White, Male,48,1
40,2,16,10,3, Exec-managerial, Husband, White, Male,42,1
21,4,12,9,5, Other-service, Not-in-family, White, Female,30,0
44,4,16,10,1, Craft-repair, Not-in-family, White, Male,40,0
55,4,12,9,3, Craft-repair, Husband, White, Male,40,1
29,4,12,9,1, Sales, Not-in-family, White, Male,45,0
49,4,13,14,3, Prof-specialty, Wife, White, Female,50,1
31,4,9,11,3, Other-service, Husband, White, Male,42,0
24,4,13,14,5, Exec-managerial, Own-child, White, Male,90,0
46,4,16,10,5, Exec-managerial, Not-in-family, Black, Male,40,0
26,4,12,9,5, Sales, Not-in-family, Black, Male,40,0
35,4,10,13,5, Other-service, Not-in-family, White, Male,38,0
27,4,9,11,5, Sales, Not-in-family, White, Male,50,0
64,6,10,13,3, Exec-managerial, Husband, White, Male,35,1
26,4,10,13,5, Craft-repair, Other-relative, White, Male,40,0
21,4,12,9,5, Other-service, Not-in-family, White, Female,16,0
45,4,10,13,1, Other-service, Not-in-family, White, Male,45,1
57,2,12,9,3, Transport-moving, Husband, White, Male,72,0
30,4,10,13,3, Adm-clerical, Husband, White, Male,40,1
45,4,2,7,3, Other-service, Wife, White, Female,32,0
50,4,6,4,1, Craft-repair, Not-in-family, White, Female,30,0
38,4,10,13,5, Adm-clerical, Own-child, White, Female,40,0
43,6,16,10,3, Craft-repair, Husband, White, Male,60,0
42,4,16,10,7, Exec-managerial, Not-in-family, White, Female,55,0
32,4,10,13,5, Prof-specialty, Own-child, White, Male,40,0
20,4,12,9,5, Adm-clerical, Not-in-family, White, Female,40,0
27,4,12,9,5, Other-service, Not-in-family, White, Female,35,0
45,4,2,7,7, Adm-clerical, Unmarried, White, Female,40,0
40,4,12,9,5, Machine-op-inspct, Not-in-family, White, Female,40,0
38,4,12,9,1, Transport-moving, Not-in-family, White, Male,60,0
37,4,12,9,1, Adm-clerical, Unmarried, White, Female,40,0
60,4,1,6,1, Machine-op-inspct, Not-in-family, White, Female,40,0
53,6,12,9,3, Exec-managerial, Husband, Black, Male,45,1
25,4,10,13,3, Exec-managerial, Own-child, White, Female,40,0
47,6,10,13,1, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,60,0
40,6,12,9,5, Farming-fishing, Not-in-family, White, Male,70,0
19,4,16,10,5, Other-service, Own-child, White, Female,10,0
42,4,16,10,3, Prof-specialty, Wife, White, Female,50,1
41,4,10,13,1, Adm-clerical, Unmarried, White, Female,40,0
28,4,1,6,5, Machine-op-inspct, Own-child, Black, Male,45,0
46,4,13,14,1, Exec-managerial, Not-in-family, White, Female,50,1
49,4,10,13,3, Prof-specialty, Wife, White, Female,20,1
24,4,12,9,5, Handlers-cleaners, Other-relative, Black, Male,40,0
32,4,2,7,3, Machine-op-inspct, Husband, White, Male,40,0
71,4,12,9,3, Protective-serv, Husband, White, Male,20,0
26,4,16,10,3, Tech-support, Husband, White, Male,40,1
29,4,12,9,4, Protective-serv, Not-in-family, White, Male,40,0
50,4,16,10,3, Exec-managerial, Husband, White, Male,50,1
51,4,9,11,3, Craft-repair, Husband, White, Male,50,1
49,4,12,9,3, Other-service, Wife, Black, Female,40,1
31,4,1,6,3, Machine-op-inspct, Husband, White, Male,40,0
23,4,2,7,3, Machine-op-inspct, Husband, White, Male,40,0
59,2,12,9,7, Farming-fishing, Unmarried, White, Male,40,0
43,4,16,10,3, Sales, Husband, White, Male,40,1
38,4,10,13,3, Sales, Husband, White, Male,40,1
37,4,12,9,3, Exec-managerial, Husband, White, Male,40,0
29,4,1,6,5, Other-service, Own-child, White, Male,40,0
39,4,10,13,3, Exec-managerial, Husband, White, Male,50,1
31,4,8,12,5, Adm-clerical, Not-in-family, White, Male,38,0
42,2,10,13,4, Prof-specialty, Not-in-family, White, Female,45,1
35,2,13,14,3, Prof-specialty, Wife, White, Female,35,1
39,4,13,14,3, Exec-managerial, Husband, Asian-Pac-Islander, Male,40,1
40,4,8,12,1, Adm-clerical, Unmarried, White, Female,40,0
66,4,5,3,4, Handlers-cleaners, Unmarried, White, Female,40,0
30,1,7,5,3, Tech-support, Husband, White, Male,40,0
43,4,8,12,1, Craft-repair, Not-in-family, White, Male,40,0
47,4,7,5,5, Other-service, Unmarried, White, Female,50,0
45,4,13,14,5, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40,0
31,4,16,10,3, Machine-op-inspct, Husband, Black, Male,40,0
33,4,12,9,3, Sales, Husband, White, Male,40,1
32,4,10,13,5, Adm-clerical, Not-in-family, White, Male,40,0
28,4,8,12,3, Handlers-cleaners, Husband, Black, Male,40,0
50,1,12,9,3, Adm-clerical, Husband, White, Male,40,1
63,4,6,4,1, Sales, Not-in-family, White, Female,40,0
28,4,10,13,3, Adm-clerical, Husband, White, Male,40,0
38,4,16,10,7, Adm-clerical, Unmarried, Black, Female,40,0
52,4,12,9,1, Other-service, Not-in-family, White, Female,38,0
38,5,15,15,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,1
41,4,12,9,5, Exec-managerial, Not-in-family, White, Male,40,0
50,7,13,14,5, Prof-specialty, Not-in-family, White, Male,38,0
59,4,2,7,3, Machine-op-inspct, Husband, White, Male,40,0
32,4,12,9,3, Sales, Husband, White, Male,49,0
73,2,6,4,3, Protective-serv, Husband, White, Male,10,0
52,5,12,9,1, Exec-managerial, Unmarried, White, Male,38,0
57,4,12,9,3, Exec-managerial, Husband, White, Male,60,0
35,4,9,11,3, Exec-managerial, Husband, White, Male,50,1
51,4,10,13,3, Transport-moving, Husband, White, Male,56,1
22,4,2,7,7, Sales, Own-child, Black, Female,35,0
49,4,12,9,3, Sales, Husband, White, Male,40,1
22,4,12,9,5, Handlers-cleaners, Own-child, Black, Male,40,0
46,2,12,9,3, Craft-repair, Husband, White, Male,40,0
48,4,12,9,1, Craft-repair, Unmarried, White, Female,40,0
52,4,12,9,3, Craft-repair, Husband, White, Male,40,0
43,7,10,13,3, Adm-clerical, Husband, White, Male,50,1
25,4,6,4,3, Handlers-cleaners, Husband, White, Male,40,0
31,4,6,4,5, Craft-repair, Not-in-family, White, Male,40,0
19,4,16,10,5, Sales, Own-child, White, Male,36,0
51,4,12,9,3, Transport-moving, Husband, White, Male,84,1
51,4,10,13,1, Exec-managerial, Unmarried, White, Male,40,1
22,6,12,9,5, Prof-specialty, Unmarried, White, Female,40,1
37,2,12,9,1, Adm-clerical, Unmarried, Black, Female,35,0
19,4,16,10,5, Sales, Own-child, White, Female,30,0
45,4,12,9,1, Transport-moving, Unmarried, White, Female,55,0
21,7,16,10,5, Other-service, Own-child, White, Male,10,0
52,4,12,9,7, Sales, Not-in-family, White, Female,40,0
46,2,16,10,3, Prof-specialty, Husband, White, Male,24,0
42,7,13,14,1, Prof-specialty, Not-in-family, White, Female,38,0
56,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,0
23,4,12,9,5, Adm-clerical, Not-in-family, White, Female,40,0
58,4,13,14,3, Sales, Husband, White, Male,40,0
70,4,12,9,3, Farming-fishing, Husband, White, Male,30,0
30,4,16,10,1, Adm-clerical, Unmarried, White, Male,40,0
45,4,10,13,3, Adm-clerical, Husband, Asian-Pac-Islander, Male,40,0
23,4,16,10,5, Craft-repair, Not-in-family, White, Male,44,0
34,2,16,10,3, Transport-moving, Husband, White, Male,40,0
38,4,10,13,3, Craft-repair, Wife, White, Female,40,0
24,4,9,11,3, Craft-repair, Husband, White, Male,40,0
53,4,6,4,5, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,40,0
45,1,12,9,5, Transport-moving, Not-in-family, Black, Male,40,0
21,4,16,10,5, Other-service, Own-child, White, Female,40,0
34,4,10,13,5, Prof-specialty, Not-in-family, White, Female,40,0
32,5,12,9,3, Craft-repair, Husband, White, Male,45,1
21,4,12,9,3, Handlers-cleaners, Husband, White, Male,40,0
23,4,7,5,5, Handlers-cleaners, Own-child, Black, Male,36,0
28,4,10,13,1, Craft-repair, Unmarried, White, Male,50,0
29,6,12,9,5, Transport-moving, Unmarried, Black, Male,45,0
25,2,10,13,5, Prof-specialty, Own-child, White, Female,40,0
44,7,13,14,5, Prof-specialty, Not-in-family, White, Female,60,0
18,4,12,9,5, Other-service, Own-child, White, Female,8,0
26,4,12,9,5, Other-service, Own-child, White, Male,24,0
47,2,8,12,3, Adm-clerical, Wife, White, Female,35,1
23,4,12,9,1, Sales, Not-in-family, White, Male,40,0
46,4,16,10,3, Machine-op-inspct, Husband, White, Male,40,0
61,2,10,13,3, Exec-managerial, Husband, White, Male,50,1
25,4,12,9,5, Craft-repair, Other-relative, White, Male,40,0
38,2,12,9,3, Protective-serv, Husband, Asian-Pac-Islander, Male,54,1
23,4,16,10,5, Other-service, Not-in-family, White, Male,20,0
36,1,12,9,1, Adm-clerical, Not-in-family, White, Female,48,0
46,4,7,5,1, Other-service, Not-in-family, White, Male,25,0
32,6,10,13,3, Prof-specialty, Husband, White, Male,45,1
40,4,1,6,3, Transport-moving, Husband, White, Male,40,0
31,4,12,9,5, Adm-clerical, Own-child, Black, Male,40,0
31,4,16,10,3, Exec-managerial, Husband, White, Male,65,1
32,7,10,13,5, Adm-clerical, Not-in-family, White, Male,37,0
21,4,16,10,5, Other-service, Own-child, White, Male,10,0
63,4,16,10,3, Sales, Husband, Black, Male,40,1
44,4,16,10,6, Exec-managerial, Not-in-family, White, Male,45,1
42,6,10,13,3, Sales, Husband, White, Male,60,0
30,4,16,10,1, Adm-clerical, Not-in-family, White, Female,45,0
24,4,12,9,5, Other-service, Unmarried, White, Male,40,0
42,4,10,13,3, Tech-support, Husband, White, Male,40,1
44,6,12,9,3, Prof-specialty, Wife, White, Female,40,1
27,1,10,13,5, Exec-managerial, Not-in-family, Black, Male,48,0
27,2,16,10,5, Exec-managerial, Unmarried, White, Male,40,0
22,4,12,9,5, Other-service, Not-in-family, White, Female,45,0
68,4,12,9,5, Sales, Not-in-family, White, Female,40,0
55,6,16,10,3, Farming-fishing, Husband, White, Male,99,1
22,6,12,9,5, Other-service, Own-child, White, Male,40,0
25,4,16,10,3, Exec-managerial, Wife, White, Female,15,0
68,6,12,9,3, Farming-fishing, Husband, White, Male,45,0
62,4,16,10,7, Exec-managerial, Not-in-family, White, Female,16,0
26,4,12,9,1, Other-service, Other-relative, White, Male,40,0
34,4,13,14,3, Prof-specialty, Husband, White, Male,55,1
68,4,16,10,7, Sales, Not-in-family, White, Male,40,0
42,2,10,13,6, Exec-managerial, Not-in-family, White, Male,45,1
45,4,10,13,3, Sales, Husband, White, Male,55,0
26,4,2,7,5, Transport-moving, Not-in-family, White, Male,40,0
25,4,12,9,3, Machine-op-inspct, Husband, White, Male,45,0
23,4,10,13,5, Prof-specialty, Own-child, White, Male,50,0
29,4,16,10,5, Other-service, Not-in-family, Other, Male,40,0
65,8,6,4,7, Farming-fishing, Unmarried, White, Female,50,0
31,4,12,9,5, Transport-moving, Not-in-family, White, Male,50,0
26,4,12,9,5, Adm-clerical, Not-in-family, White, Female,40,0
39,4,16,10,3, Craft-repair, Husband, White, Male,50,1
44,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,1
45,2,13,14,1, Prof-specialty, Unmarried, White, Female,45,0
26,6,13,14,5, Prof-specialty, Not-in-family, White, Female,50,0
26,4,1,6,3, Transport-moving, Husband, White, Male,35,0
36,4,7,5,3, Transport-moving, Husband, White, Male,50,0
38,4,2,7,3, Craft-repair, Husband, White, Male,45,0
39,4,12,9,5, Machine-op-inspct, Unmarried, White, Male,48,0
52,5,15,15,3, Exec-managerial, Husband, White, Male,40,0
39,4,4,2,3, Craft-repair, Husband, White, Male,45,0
41,6,16,10,1, Craft-repair, Not-in-family, White, Male,40,0
42,2,13,14,3, Exec-managerial, Husband, White, Male,60,1
47,4,10,13,3, Sales, Husband, White, Male,70,0
28,2,9,11,3, Protective-serv, Husband, Black, Male,46,0
25,2,10,13,5, Prof-specialty, Own-child, White, Male,35,0
35,4,10,13,5, Adm-clerical, Not-in-family, White, Female,40,0
32,4,12,9,6, Adm-clerical, Unmarried, White, Female,40,0
38,4,13,14,3, Craft-repair, Husband, Black, Male,40,1
44,4,16,10,3, Tech-support, Husband, White, Male,18,1
27,4,10,13,5, Sales, Own-child, White, Female,40,0
30,4,10,13,5, Exec-managerial, Not-in-family, White, Male,55,1
30,4,10,13,5, Sales, Not-in-family, White, Male,48,0
45,4,12,9,3, Handlers-cleaners, Husband, White, Male,45,0
20,4,12,9,5, Craft-repair, Own-child, White, Male,40,0
57,4,13,14,5, Prof-specialty, Not-in-family, White, Male,80,0
43,4,16,10,1, Adm-clerical, Not-in-family, White, Male,48,0
28,4,6,4,3, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,48,0
25,4,12,9,3, Tech-support, Other-relative, White, Female,48,1
25,4,12,9,3, Sales, Husband, White, Male,40,0
90,4,10,13,3, Exec-managerial, Husband, White, Male,45,0
38,2,10,13,6, Prof-specialty, Unmarried, Black, Male,40,0
35,4,10,13,4, Exec-managerial, Unmarried, White, Female,40,0
50,7,10,13,3, Exec-managerial, Husband, White, Male,40,1
26,2,12,9,5, Adm-clerical, Not-in-family, White, Female,40,0
39,4,16,10,3, Farming-fishing, Husband, White, Male,45,0
56,4,1,6,3, Sales, Husband, White, Male,40,0
24,2,12,9,1, Protective-serv, Unmarried, Black, Female,40,0
46,4,12,9,3, Adm-clerical, Wife, White, Female,40,1
18,2,2,7,5, Adm-clerical, Other-relative, White, Female,25,0
37,4,13,14,3, Exec-managerial, Husband, White, Male,60,1
57,4,13,14,1, Prof-specialty, Not-in-family, White, Female,40,0
43,7,12,9,5, Adm-clerical, Unmarried, Black, Female,40,0
29,7,10,13,3, Prof-specialty, Husband, White, Male,25,0
40,4,13,14,3, Exec-managerial, Husband, White, Male,40,1
44,6,10,13,3, Exec-managerial, Husband, White, Male,40,0
77,2,12,9,3, Exec-managerial, Husband, White, Male,6,0
30,4,10,13,5, Prof-specialty, Not-in-family, Black, Male,40,0
21,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
66,4,1,6,3, Protective-serv, Husband, White, Male,40,0
40,4,2,7,5, Transport-moving, Own-child, White, Male,35,0
68,4,12,9,3, Sales, Husband, White, Male,40,0
64,4,12,9,7, Other-service, Not-in-family, White, Female,38,0
26,4,10,13,5, Prof-specialty, Not-in-family, White, Female,50,0
32,4,16,10,3, Exec-managerial, Husband, White, Male,40,1
32,4,12,9,5, Adm-clerical, Own-child, White, Male,38,0
51,2,13,14,3, Prof-specialty, Husband, White, Male,40,1
50,4,13,14,3, Prof-specialty, Husband, White, Male,45,1
49,4,10,13,3, Sales, Husband, White, Male,50,1
28,4,10,13,5, Transport-moving, Unmarried, White, Male,20,0
29,4,12,9,1, Other-service, Unmarried, White, Female,36,0
21,4,16,10,5, Sales, Own-child, White, Male,30,0
28,4,12,9,5, Adm-clerical, Unmarried, Black, Female,40,0
55,4,1,6,3, Craft-repair, Husband, White, Male,40,0
45,6,12,9,3, Sales, Husband, Asian-Pac-Islander, Male,50,1
35,4,16,10,5, Sales, Not-in-family, White, Male,40,0
26,4,13,14,5, Prof-specialty, Not-in-family, White, Male,40,1
30,4,12,9,3, Other-service, Husband, White, Male,55,0
33,4,12,9,3, Sales, Husband, White, Male,20,0
40,4,10,13,4, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,40,1
23,4,10,13,5, Exec-managerial, Not-in-family, White, Male,40,0
35,4,16,10,5, Sales, Not-in-family, White, Female,40,0
48,6,2,7,3, Farming-fishing, Husband, White, Male,50,1
39,2,1,6,1, Handlers-cleaners, Own-child, Black, Male,40,0
53,2,15,15,1, Prof-specialty, Not-in-family, White, Female,50,0
49,1,12,9,3, Adm-clerical, Husband, White, Male,40,1
31,4,10,13,5, Exec-managerial, Not-in-family, Black, Female,40,0
36,4,12,9,3, Craft-repair, Husband, White, Male,40,1
60,5,16,10,3, Exec-managerial, Husband, White, Male,50,1
29,4,12,9,5, Machine-op-inspct, Not-in-family, White, Male,48,0
54,5,16,10,3, Sales, Husband, White, Male,45,1
34,4,12,9,3, Craft-repair, Husband, White, Male,50,0
30,4,16,10,5, Sales, Not-in-family, Black, Female,35,0
19,4,12,9,5, Priv-house-serv, Not-in-family, White, Female,45,0
26,4,12,9,5, Handlers-cleaners, Not-in-family, White, Male,40,0
47,4,16,10,5, Sales, Not-in-family, White, Male,70,1
50,4,12,9,1, Exec-managerial, Unmarried, White, Male,38,0
30,4,10,13,5, Exec-managerial, Unmarried, White, Female,45,1
44,4,16,10,1, Machine-op-inspct, Not-in-family, White, Male,50,0
49,4,12,9,3, Sales, Husband, White, Male,60,1
75,6,13,14,4, Prof-specialty, Not-in-family, White, Female,50,0
37,4,10,13,3, Sales, Husband, White, Male,55,1
51,7,12,9,1, Craft-repair, Unmarried, White, Male,38,0
35,4,12,9,5, Craft-repair, Unmarried, White, Male,35,0
28,4,16,10,5, Sales, Other-relative, White, Female,40,0
66,6,12,9,3, Farming-fishing, Husband, White, Male,40,0
